CRN,COLLISION_TYPE,COUNTY,IMPACT_POINT_NAME,FULL_VIN,Make,Model,ModelYear
2022061786,Rear-end,Philadelphia,rear bumper,1N4BL4BW9KCA00000,NISSAN,Altima,2019
2022061825,Rear-end,Philadelphia,rear bumper,5N1AT2MV9HCA00000,NISSAN,Rogue,2017
2022061905,Sideswipe (Opposite dir.),Delaware,front quarter panel/side mirror,1G4GE5GD5BFA00000,BUICK,LaCrosse,2011
2022062042,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,19XFB2F50CEA00000,HONDA,Civic,2012
2022062120,Rear-end,Philadelphia,rear bumper,KNAGN4AD6G5A00000,KIA,Optima,2016
2022062122,Rear-end,Philadelphia,rear bumper,WAU8DAF81KNA00000,AUDI,A8,2019
2022062122,Rear-end,Philadelphia,rear bumper,WAU8DAF81KNA00000,CADILLAC,CTS,2011
2022062122,Rear-end,Philadelphia,rear bumper,1G6DE5EY4B0A00000,AUDI,A8,2019
2022062122,Rear-end,Philadelphia,rear bumper,1G6DE5EY4B0A00000,CADILLAC,CTS,2011
2022062124,Rear-end,Montgomery,rear bumper,5FNYF5H34MBA00000,HONDA,Pilot,2021
2022062135,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,5NPD84LF1LHA00000,HYUNDAI,Elantra,2020
2022062172,Angle,Delaware,front quarter panel/side mirror,1G11E5SA1GFA00000,CHEVROLET,Malibu,2016
2022062181,Rear-end,Montgomery,rear bumper,1HGCR2F32DAA00000,HONDA,Accord,2013
2022062188,Sideswipe (same dir.),Montgomery,front quarter panel/side mirror,1G1BE5SM2K7A00000,CHEVROLET,Cruze,2019
2022062256,Rear-end,Montgomery,front bumper,4T1BF1FK7FUA00000,TOYOTA,Camry,2015
2022062257,Angle,Montgomery,front bumper,KMHDU4ADXAUA00000,HYUNDAI,Elantra,2010
2022062259,Angle,Montgomery,front bumper,1G1PC5SB3D7A00000,CHEVROLET,Cruze,2013
2022062301,Sideswipe (same dir.),Philadelphia,front bumper/headlight,1G1PC5SB2E7A00000,CHEVROLET,Cruze,2014
2022062308,Rear-end,Philadelphia,rear bumper,5NPEB4AC6EHA00000,HYUNDAI,Sonata,2014
2022062308,Rear-end,Philadelphia,rear bumper,5NPEB4AC6EHA00000,CHRYSLER,300,2017
2022062308,Rear-end,Philadelphia,rear bumper,2C3CCARG0HHA00000,HYUNDAI,Sonata,2014
2022062308,Rear-end,Philadelphia,rear bumper,2C3CCARG0HHA00000,CHRYSLER,300,2017
2022062320,Sideswipe (same dir.),Montgomery,rear bumper/tail light,4T1G11AK8MUA00000,TOYOTA,Camry,2021
2022062336,Hit fixed object,Chester,front bumper,5NPD84LF7LHA00000,HYUNDAI,Elantra,2020
2022062355,Rear-end,Delaware,rear bumper,1FMJK2AT3LEA00000,FORD,Expedition MAX,2020
2022062381,Angle,Montgomery,front quarter panel/side mirror,JTHBB1BA1A2A00000,LEXUS,HS,2010
2022062454,Rear-end,Montgomery,rear bumper,3MZBM1U75GMA00000,MAZDA,Mazda3,2016
2022062473,Rear-end,Delaware,rear bumper,3C6TRVAG3EEA00000,RAM,ProMaster 1500,2014
2022062485,Sideswipe (same dir.),Delaware,front quarter panel/side mirror,1FAHP2M85DGA00000,FORD,Taurus,2013
2022062531,Rear-end,Philadelphia,rear bumper,KMHD84LF9LUA00000,HYUNDAI,Elantra,2020
2022062533,Rear-end,Montgomery,rear bumper,19XFB2F54FEA00000,HONDA,Civic,2015
2022062554,Rear-end,Montgomery,rear bumper/tail light,1FAHP3HN2AWA00000,FORD,Focus,2010
2022062599,Rear-end,Montgomery,rear bumper,KNDMG4C7XE6A00000,KIA,Sedona,2014
2022062615,Sideswipe (same dir.),Montgomery,rear bumper/tail light,3FA6P0HR7DRA00000,FORD,Fusion,2013
2022062615,Sideswipe (same dir.),Montgomery,rear bumper/tail light,3FA6P0HR7DRA00000,VOLKSWAGEN,Jetta,2017
2022062615,Sideswipe (same dir.),Montgomery,front bumper/headlight,3VWDB7AJXHMA00000,FORD,Fusion,2013
2022062615,Sideswipe (same dir.),Montgomery,front bumper/headlight,3VWDB7AJXHMA00000,VOLKSWAGEN,Jetta,2017
2022062667,Rear-end,Philadelphia,rear bumper,1G1105S37HUA00000,CHEVROLET,Impala,2017
2022062676,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,1ZVBP8EM2B5A00000,FORD,Mustang,2011
2022062677,Rear-end,Montgomery,rear bumper,3VWC57BU7LMA00000,VOLKSWAGEN,Jetta,2020
2022062680,Rear-end,Delaware,rear bumper,2G1145S36G9A00000,CHEVROLET,Impala,2016
2022062812,Rear-end,Chester,rear bumper,3VW167AJ7GMA00000,VOLKSWAGEN,Jetta,2016
2022062813,Angle,Chester,front bumper/headlight,4T1BF1FK2HUA00000,TOYOTA,Camry,2017
2022062818,Rear-end,Montgomery,rear bumper,1C4HJXDG9LWA00000,JEEP,Wrangler,2020
2022062833,Head-on,Chester,front bumper,2G1115SL4E9A00000,CHEVROLET,Impala,2014
2022062839,Angle,Montgomery,front bumper/headlight,19XFC2F56GEA00000,HONDA,Civic,2016
2022062937,Angle,Philadelphia,front bumper/headlight,1N4AL3AP0ENA00000,NISSAN,Altima,2014
2022063009,Angle,Delaware,front quarter panel/side mirror,JM1BL1V81C1A00000,MAZDA,Mazda3,2012
2022063010,Rear-end,Delaware,front bumper/headlight,2G1WF5EK0B1A00000,CHEVROLET,Impala,2011
2022063010,Rear-end,Delaware,front bumper/headlight,2G1WF5EK0B1A00000,NISSAN,Altima,2011
2022063010,Rear-end,Delaware,rear bumper/tail light,1N4AL2EP6BCA00000,CHEVROLET,Impala,2011
2022063010,Rear-end,Delaware,rear bumper/tail light,1N4AL2EP6BCA00000,NISSAN,Altima,2011
2022063032,Angle,Philadelphia,front bumper/headlight,KMHDU4AD0AUA00000,HYUNDAI,Elantra,2010
2022063033,Sideswipe (same dir.),Philadelphia,front bumper/headlight,3VWDB7AJ0JMA00000,VOLKSWAGEN,Jetta,2018
2022063034,Sideswipe (same dir.),Philadelphia,rear bumper,KMHDH4AE1CUA00000,HYUNDAI,Elantra,2012
2022063036,Sideswipe (same dir.),Philadelphia,front bumper/headlight,KMHCT4AE6HUA00000,HYUNDAI,Accent,2017
2022063038,Sideswipe (Opposite dir.),Philadelphia,front quarter panel/side mirror,JM1BPBMM4K1A00000,MAZDA,Mazda3,2019
2022063045,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,JM3KE4DY9G0A00000,MAZDA,CX-5,2016
2022063054,Rear-end,Philadelphia,rear bumper/tail light,1FAHP2KT3DGA00000,FORD,Taurus,2013
2022063055,Angle,Philadelphia,front quarter panel/side mirror,1FADP3F25ELA00000,FORD,Focus,2014
2022063066,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,1G4GC5GGXAFA00000,BUICK,LaCrosse,2010
2022063075,Angle,Philadelphia,front bumper/headlight,1HGCV1F19JAA00000,HONDA,Accord,2018
2022063083,Angle,Philadelphia,front bumper,WBASP2C50DCA00000,BMW,535i,2013
2022063085,Angle,Philadelphia,rear bumper/tail light,19XFB2F94EEA00000,HONDA,Civic,2014
2022063091,Rear-end,Philadelphia,rear bumper/tail light,2C3CDXGJ0HHA00000,DODGE,Charger,2017
2022063091,Rear-end,Philadelphia,rear bumper/tail light,2C3CDXGJ0HHA00000,KIA,Optima,2015
2022063091,Rear-end,Philadelphia,rear bumper/tail light,5XXGM4A76FGA00000,DODGE,Charger,2017
2022063091,Rear-end,Philadelphia,rear bumper/tail light,5XXGM4A76FGA00000,KIA,Optima,2015
2022063094,Angle,Philadelphia,front bumper/headlight,5XXG34J27MGA00000,KIA,K5,2021
2022063094,Angle,Philadelphia,front bumper/headlight,5XXG34J27MGA00000,FORD,Taurus,2016
2022063094,Angle,Philadelphia,front bumper,1FAHP2E88GGA00000,KIA,K5,2021
2022063094,Angle,Philadelphia,front bumper,1FAHP2E88GGA00000,FORD,Taurus,2016
2022063119,Sideswipe (Opposite dir.),Montgomery,front bumper/headlight,3N1AB7AP5KYA00000,NISSAN,Sentra,2019
2022063124,Sideswipe (same dir.),Montgomery,rear bumper/tail light,JTDKARFUXK3A00000,TOYOTA,Prius,2019
2022063124,Sideswipe (same dir.),Montgomery,rear bumper/tail light,JTDKARFUXK3A00000,KIA,Forte,2011
2022063124,Sideswipe (same dir.),Montgomery,rear bumper/tail light,JTDKARFUXK3A00000,HONDA,Civic,2015
2022063124,Sideswipe (same dir.),Montgomery,rear bumper/tail light,KNAFT4A26B5A00000,TOYOTA,Prius,2019
2022063124,Sideswipe (same dir.),Montgomery,rear bumper/tail light,KNAFT4A26B5A00000,KIA,Forte,2011
2022063124,Sideswipe (same dir.),Montgomery,rear bumper/tail light,KNAFT4A26B5A00000,HONDA,Civic,2015
2022063124,Sideswipe (same dir.),Montgomery,rear bumper/tail light,19XFB4F30FEA00000,TOYOTA,Prius,2019
2022063124,Sideswipe (same dir.),Montgomery,rear bumper/tail light,19XFB4F30FEA00000,KIA,Forte,2011
2022063124,Sideswipe (same dir.),Montgomery,rear bumper/tail light,19XFB4F30FEA00000,HONDA,Civic,2015
2022063142,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,2T1BURHE3JCA00000,TOYOTA,Corolla,2018
2022063159,Rear-end,Philadelphia,rear bumper/tail light,5YJYGDEE8LFA00000,TESLA,Model Y,2020
2022063188,Angle,Philadelphia,rear bumper,5XYZUDLB8DGA00000,HYUNDAI,Santa Fe,2013
2022063192,Rear-end,Montgomery,rear bumper,1G6DH5E50C0A00000,CADILLAC,CTS,2012
2022063192,Rear-end,Montgomery,rear bumper,1G6DH5E50C0A00000,MINI,Hardtop,2017
2022063192,Rear-end,Montgomery,front bumper,WMWXP7C3XH2A00000,CADILLAC,CTS,2012
2022063192,Rear-end,Montgomery,front bumper,WMWXP7C3XH2A00000,MINI,Hardtop,2017
2022063270,Rear-end,Montgomery,rear bumper,1HGCP2F4XAAA00000,HONDA,Accord,2010
2022063284,Rear-end,Delaware,rear bumper,5FNRL5H9XFBA00000,HONDA,Odyssey,2015
2022063286,Angle,Delaware,front bumper/headlight,3VWCB7BU4LMA00000,VOLKSWAGEN,Jetta,2020
2022063304,Rear-end,Delaware,rear bumper,5FNYF6H54HBA00000,HONDA,Pilot,2017
2022063318,Angle,Delaware,front bumper,JTDKARFU2J3A00000,TOYOTA,Prius,2018
2022063352,Angle,Delaware,front quarter panel/side mirror,1G6DA5E5XC0A00000,CADILLAC,CTS,2012
2022063354,Hit fixed object,Delaware,rear bumper/tail light,3FA6P0H97DRA00000,FORD,Fusion,2013
2022063372,Angle,Philadelphia,front bumper/headlight,JTNKHMBXXM1A00000,TOYOTA,C-HR,2021
2022063383,Rear-end,Philadelphia,rear bumper,1FMCU0G78GUA00000,FORD,Escape,2016
2022063383,Rear-end,Philadelphia,rear bumper,1FMCU0G78GUA00000,KIA,Soul,2012
2022063383,Rear-end,Philadelphia,rear bumper,KNDJT2A62C7A00000,FORD,Escape,2016
2022063383,Rear-end,Philadelphia,rear bumper,KNDJT2A62C7A00000,KIA,Soul,2012
2022063384,Rear-end,Philadelphia,rear bumper,4T1B11HK8JUA00000,TOYOTA,Camry,2018
2022063404,Angle,Montgomery,front bumper/headlight,1N4AL3AP1HCA00000,NISSAN,Altima,2017
2022063412,Rear-end,Delaware,front bumper/headlight,1N4AA6AP7HCA00000,NISSAN,Maxima,2017
2022063421,Rear-end,Delaware,front bumper,2FMDK3KC0BBA00000,FORD,Edge,2011
2022063421,Rear-end,Delaware,front bumper,2FMDK3KC0BBA00000,HYUNDAI,Santa Fe,2013
2022063421,Rear-end,Delaware,rear bumper,5XYZU3LB4DGA00000,FORD,Edge,2011
2022063421,Rear-end,Delaware,rear bumper,5XYZU3LB4DGA00000,HYUNDAI,Santa Fe,2013
2022063432,Angle,Philadelphia,front quarter panel/side mirror,1FAHP3FN1BWA00000,FORD,Focus,2011
2022063474,Angle,Delaware,front bumper/headlight,1FADP3E20GLA00000,FORD,Focus,2016
2022063538,Backing,Delaware,front bumper,3N1AB7AP0HYA00000,NISSAN,Sentra,2017
2022063570,Sideswipe (same dir.),Delaware,rear bumper/tail light,5NPDH4AE7GHA00000,HYUNDAI,Elantra,2016
2022063570,Sideswipe (same dir.),Delaware,rear bumper/tail light,5NPDH4AE7GHA00000,CHEVROLET,Silverado,2017
2022063570,Sideswipe (same dir.),Delaware,front quarter panel/side mirror,3GCUKRECXHGA00000,HYUNDAI,Elantra,2016
2022063570,Sideswipe (same dir.),Delaware,front quarter panel/side mirror,3GCUKRECXHGA00000,CHEVROLET,Silverado,2017
2022063644,Angle,Montgomery,rear bumper/tail light,WAUL2AF24KNA00000,AUDI,A6,2019
2022063651,Rear-end,Montgomery,front bumper,2G1WB5EK8B1A00000,CHEVROLET,Impala,2011
2022063660,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,1FADP3M29HLA00000,FORD,Focus,2017
2022063670,Backing,Montgomery,front bumper/headlight,4S4BTANC4M3A00000,SUBARU,Outback,2021
2022063677,Sideswipe (same dir.),Delaware,front quarter panel/side mirror,1FADP3K20FLA00000,FORD,Focus,2015
2022063690,Rear-end,Delaware,rear bumper,5TDBK3EH8DSA00000,TOYOTA,Highlander,2013
2022063709,Angle,Montgomery,front bumper,WBA8E5G3XHNA00000,BMW,320i,2017
2022063923,Rear-end,Montgomery,rear bumper,1G11C5SAXGFA00000,CHEVROLET,Malibu,2016
2022063943,Rear-end,Philadelphia,front bumper/headlight,JTDKN3DU3F0A00000,TOYOTA,Prius,2015
2022063954,Rear-end,Chester,rear bumper,WBANV1C55ACA00000,BMW,528i,2010
2022063960,Rear-end,Montgomery,rear bumper,1N4AA5APXDCA00000,NISSAN,Maxima,2013
2022063960,Rear-end,Montgomery,rear bumper,1N4AA5APXDCA00000,NISSAN,Sentra,2019
2022063960,Rear-end,Montgomery,front bumper,3N1AB7AP1KYA00000,NISSAN,Maxima,2013
2022063960,Rear-end,Montgomery,front bumper,3N1AB7AP1KYA00000,NISSAN,Sentra,2019
2022064029,Rear-end,Montgomery,rear bumper,1GCNCNEH5GZA00000,CHEVROLET,Silverado,2016
2022064059,Rear-end,Philadelphia,rear bumper,KNDJP3A52G7A00000,KIA,Soul,2016
2022064065,Angle,Montgomery,front bumper,WP0AA2A76LLA00000,PORSCHE,Panamera,2020
2022064067,Sideswipe (same dir.),Montgomery,rear bumper/tail light,KMHCU5AE0EUA00000,HYUNDAI,Accent,2014
2022064073,Angle,Delaware,front bumper/headlight,JTHBK1EG7A2A00000,LEXUS,ES,2010
2022064074,Angle,Philadelphia,front bumper/headlight,3FA6P0HD0HRA00000,FORD,Fusion,2017
2022064088,Angle,Philadelphia,rear bumper/tail light,JM1DKFD74H0A00000,MAZDA,CX-3,2017
2022064089,Sideswipe (same dir.),Philadelphia,rear bumper,WBA8E5G50GNA00000,BMW,320i,2016
2022064186,Angle,Philadelphia,front bumper,5NPET4AC2AHA00000,HYUNDAI,Sonata,2010
2022064194,Angle,Montgomery,front bumper/headlight,4S4BSAFC3H3A00000,SUBARU,Outback,2017
2022064234,Rear-end,Montgomery,rear bumper,1N4AL3AP1ECA00000,NISSAN,Altima,2014
2022064242,Rear-end,Montgomery,rear bumper,1GNSKAE03CRA00000,CHEVROLET,Tahoe,2012
2022064254,Angle,Montgomery,front bumper,2HKRM4H56EHA00000,HONDA,CR-V,2014
2022064293,Sideswipe (Opposite dir.),Philadelphia,rear bumper/tail light,1HGCR2F36FAA00000,HONDA,Accord,2015
2022064302,Angle,Montgomery,front quarter panel/side mirror,1G1JF5SB2H4A00000,CHEVROLET,Sonic,2017
2022064302,Angle,Montgomery,front quarter panel/side mirror,1G1JF5SB2H4A00000,HYUNDAI,Sonata,2020
2022064302,Angle,Montgomery,front bumper/headlight,5NPEG4JA5LHA00000,CHEVROLET,Sonic,2017
2022064302,Angle,Montgomery,front bumper/headlight,5NPEG4JA5LHA00000,HYUNDAI,Sonata,2020
2022064306,Angle,Philadelphia,front bumper,4T1BF1FKXHUA00000,TOYOTA,Camry,2017
2022064336,Rear-end,Montgomery,rear bumper,JF2GTAMC3K8A00000,SUBARU,Crosstrek,2019
2022064404,Angle,Montgomery,front quarter panel/side mirror,JN1BJ1CW8LWA00000,NISSAN,Rogue Sport,2020
2022064407,Angle,Montgomery,front quarter panel/side mirror,1C6JJTBG3LLA00000,JEEP,Gladiator,2020
2022064450,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,5N1BT3BA6NCA00000,NISSAN,Rogue,2022
2022064533,Sideswipe (same dir.),Philadelphia,front bumper/headlight,4T1BF3EK1BUA00000,TOYOTA,Camry,2011
2022064550,Sideswipe (same dir.),Delaware,front quarter panel/side mirror,3VW2B7AJ9HMA00000,VOLKSWAGEN,Jetta,2017
2022064550,Sideswipe (same dir.),Delaware,front quarter panel/side mirror,3VW2B7AJ9HMA00000,CADILLAC,XTS,2014
2022064550,Sideswipe (same dir.),Delaware,rear bumper,2G61P5S36E9A00000,VOLKSWAGEN,Jetta,2017
2022064550,Sideswipe (same dir.),Delaware,rear bumper,2G61P5S36E9A00000,CADILLAC,XTS,2014
2022064553,Rear-end,Chester,rear bumper,2T1BURHE8FCA00000,TOYOTA,Corolla,2015
2022064573,Angle,Delaware,front bumper,KMHD84LF5HUA00000,HYUNDAI,Elantra,2017
2022064615,Angle,Montgomery,front bumper/headlight,2HGFC2F89MHA00000,HONDA,Civic,2021
2022064630,Head-on,Philadelphia,rear bumper/tail light,4T1BF1FK5GUA00000,TOYOTA,Camry,2016
2022064636,Rear-end,Delaware,rear bumper/tail light,1C4NJPBA7HDA00000,JEEP,Patriot,2017
2022064637,Angle,Montgomery,rear bumper/tail light,KNAFX4A69E5A00000,KIA,Forte,2014
2022064660,Angle,Philadelphia,front quarter panel/side mirror,JM1BM1L79E1A00000,MAZDA,Mazda3,2014
2022064705,Rear-end,Chester,rear bumper,3KPF24AD8LEA00000,KIA,Forte,2020
2022064760,Angle,Montgomery,front bumper,4S3BMBB68C3A00000,SUBARU,Legacy,2012
2022064795,Rear-end,Montgomery,rear bumper/tail light,WDDHF5KB7FBA00000,MERCEDES-BENZ,E-Class,2015
2022064801,Rear-end,Montgomery,rear bumper,JTDEPRAE1LJA00000,TOYOTA,Corolla,2020
2022064807,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,JHMGE8H37BSA00000,HONDA,Fit,2011
2022064824,Rear-end,Delaware,rear bumper,5NPEB4ACXDHA00000,HYUNDAI,Sonata,2013
2022064853,Angle,Montgomery,front bumper,2HGFB2F90EHA00000,HONDA,Civic,2014
2022064911,Rear-end,Montgomery,rear bumper,5NPE24AF9GHA00000,HYUNDAI,Sonata,2016
2022064953,Angle,Philadelphia,front bumper,1YVHZ8CH4A5A00000,MAZDA,Mazda6,2010
2022065007,Angle,Montgomery,front bumper/headlight,KM8J3CAL7KUA00000,HYUNDAI,Tucson,2019
2022065026,Rear-end,Philadelphia,rear bumper,WBA4J3C52KBA00000,BMW,430i,2019
2022065086,Rear-end,Delaware,rear bumper,3KPFL4A74JEA00000,KIA,Forte,2018
2022065088,Angle,Delaware,front bumper,5FNYF4H40BBA00000,HONDA,Pilot,2011
2022065132,Hit fixed object,Philadelphia,front bumper,1HGCP2F49AAA00000,HONDA,Accord,2010
2022065196,Rear-end,Delaware,rear bumper,1HGCR2F72DAA00000,HONDA,Accord,2013
2022065196,Rear-end,Delaware,rear bumper,1HGCR2F72DAA00000,PORSCHE,911,2013
2022065196,Rear-end,Delaware,front bumper,WP0AB2A93DSA00000,HONDA,Accord,2013
2022065196,Rear-end,Delaware,front bumper,WP0AB2A93DSA00000,PORSCHE,911,2013
2022065280,Angle,Philadelphia,rear bumper/tail light,1FAHP2L89DGA00000,FORD,Taurus,2013
2022065354,Rear-end,Chester,front bumper,KL8CB6S90ECA00000,CHEVROLET,Spark,2014
2022065455,Rear-end,Philadelphia,front bumper/headlight,2C3CCAGG4FHA00000,CHRYSLER,300,2015
2022065472,Rear-end,Montgomery,rear bumper/tail light,1G1PG5S95B7A00000,CHEVROLET,Cruze,2011
2022065484,Angle,Philadelphia,rear bumper/tail light,4T1BF1FK5GUA00000,TOYOTA,Camry,2016
2022065504,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,4T1BF1FK9CUA00000,TOYOTA,Camry,2012
2022065617,Angle,Montgomery,front bumper,3VW2B7AJ3HMA00000,VOLKSWAGEN,Jetta,2017
2022065617,Angle,Montgomery,front bumper,3VW2B7AJ3HMA00000,MERCEDES-BENZ,E-Class,2017
2022065617,Angle,Montgomery,front bumper/headlight,WDDZF4KB5HAA00000,VOLKSWAGEN,Jetta,2017
2022065617,Angle,Montgomery,front bumper/headlight,WDDZF4KB5HAA00000,MERCEDES-BENZ,E-Class,2017
2022065643,Rear-end,Philadelphia,rear bumper/tail light,3N1AB7AP8GYA00000,NISSAN,Sentra,2016
2022065670,Rear-end,Philadelphia,rear bumper,2C3CDXHG8JHA00000,DODGE,Charger,2018
2022065670,Rear-end,Philadelphia,rear bumper,2C3CDXHG8JHA00000,FORD,Taurus,2019
2022065670,Rear-end,Philadelphia,rear bumper/tail light,1FAHP2MK2KGA00000,DODGE,Charger,2018
2022065670,Rear-end,Philadelphia,rear bumper/tail light,1FAHP2MK2KGA00000,FORD,Taurus,2019
2022065733,Rear-end,Montgomery,rear bumper,JTHBK1GG3G2A00000,LEXUS,ES,2016
2022065750,Rear-end,Chester,rear bumper,4T1B11HK0KUA00000,TOYOTA,Camry,2019
2022065783,Sideswipe (same dir.),Montgomery,rear bumper/tail light,JF1GR7E64CGA00000,SUBARU,Impreza,2012
2022065785,Angle,Montgomery,front quarter panel/side mirror,JTHU9JBH5K2A00000,LEXUS,UX,2019
2022065805,Angle,Montgomery,rear bumper,3FA6P0HR7DRA00000,FORD,Fusion,2013
2022065827,Rear-end,Chester,rear bumper,3VW2K7AJXEMA00000,VOLKSWAGEN,Jetta,2014
2022065836,Rear-end,Delaware,rear bumper,5XXGT4L36JGA00000,KIA,Optima,2018
2022065836,Rear-end,Delaware,rear bumper,5XXGT4L36JGA00000,TOYOTA,Corolla,2010
2022065836,Rear-end,Delaware,rear bumper,5XXGT4L36JGA00000,FORD,F-250,2021
2022065836,Rear-end,Delaware,rear bumper,1NXBU4EE0AZA00000,KIA,Optima,2018
2022065836,Rear-end,Delaware,rear bumper,1NXBU4EE0AZA00000,TOYOTA,Corolla,2010
2022065836,Rear-end,Delaware,rear bumper,1NXBU4EE0AZA00000,FORD,F-250,2021
2022065836,Rear-end,Delaware,front bumper/headlight,1FT7W2B61MEA00000,KIA,Optima,2018
2022065836,Rear-end,Delaware,front bumper/headlight,1FT7W2B61MEA00000,TOYOTA,Corolla,2010
2022065836,Rear-end,Delaware,front bumper/headlight,1FT7W2B61MEA00000,FORD,F-250,2021
2022065890,Rear-end,Chester,rear bumper,3FMTK3SU0NMA00000,FORD,Mustang Mach-E,2022
2022065968,Angle,Chester,front bumper/headlight,1G1BE5SM8G7A00000,CHEVROLET,Cruze,2016
2022065977,Angle,Montgomery,front bumper/headlight,3HGGK5H66KMA00000,HONDA,Fit,2019
2022066016,Rear-end,Delaware,rear bumper,3FMCR9B67MRA00000,FORD,Bronco Sport,2021
2022066016,Rear-end,Delaware,rear bumper,3FMCR9B67MRA00000,NISSAN,Rogue,2019
2022066016,Rear-end,Delaware,rear bumper,JN8AT2MV7KWA00000,FORD,Bronco Sport,2021
2022066016,Rear-end,Delaware,rear bumper,JN8AT2MV7KWA00000,NISSAN,Rogue,2019
2022066023,Angle,Philadelphia,front bumper,1N4BL4CW9KNA00000,NISSAN,Altima,2019
2022066026,Angle,Chester,front quarter panel/side mirror,99999999999A00000,,,NA
2022066028,Rear-end,Montgomery,rear bumper,1N4AL2APXCCA00000,NISSAN,Altima,2012
2022066170,Hit pedestrian,Philadelphia,front bumper,5NPE34AF3JHA00000,HYUNDAI,Sonata,2018
2022066185,Rear-end,Philadelphia,rear bumper,5XXGM4A77FGA00000,KIA,Optima,2015
2022066185,Rear-end,Philadelphia,rear bumper,5XXGM4A77FGA00000,HONDA,Accord,2010
2022066185,Rear-end,Philadelphia,rear bumper,1HGCP2F8XAAA00000,KIA,Optima,2015
2022066185,Rear-end,Philadelphia,rear bumper,1HGCP2F8XAAA00000,HONDA,Accord,2010
2022066191,Rear-end,Montgomery,front bumper,2G1WC5E34E1A00000,CHEVROLET,Impala,2014
2022066218,Angle,Chester,front bumper,LYV402FK7GBA00000,VOLVO,S60,2016
2022066221,Angle,Chester,front quarter panel/side mirror,1N4BZ1CP7LCA00000,NISSAN,Leaf,2020
2022066278,Hit pedestrian,Philadelphia,front bumper/headlight,5NPEB4AC7CHA00000,HYUNDAI,Sonata,2012
2022066350,Rear-end,Philadelphia,front bumper,1HGCR2F5XFAA00000,HONDA,Accord,2015
2022066376,Rear-end,Delaware,rear bumper,99999999999A00000,,,NA
2022066379,Angle,Montgomery,front bumper/headlight,5NPE34AF7JHA00000,HYUNDAI,Sonata,2018
2022066382,Angle,Philadelphia,front quarter panel/side mirror,1C4GJXANXLWA00000,JEEP,Wrangler,2020
2022066388,Non-collision,Philadelphia,rear bumper/tail light,JN1CV6AR9CMA00000,INFINITI,G37,2012
2022066389,Rear-end,Philadelphia,rear bumper,2HGFG1B99AHA00000,HONDA,Civic,2010
2022066404,Rear-end,Philadelphia,rear bumper,1G11C5SL5FUA00000,CHEVROLET,Malibu,2015
2022066405,Angle,Philadelphia,front bumper,19XFB2F55CEA00000,HONDA,Civic,2012
2022066426,Angle,Philadelphia,front bumper/headlight,2HGFC2F57JHA00000,HONDA,Civic,2018
2022066471,Angle,Philadelphia,front quarter panel/side mirror,4T1G11AK0LUA00000,TOYOTA,Camry,2020
2022066590,Angle,Delaware,rear bumper/tail light,19XFB2F52FEA00000,HONDA,Civic,2015
2022066590,Angle,Delaware,rear bumper/tail light,19XFB2F52FEA00000,NISSAN,Sentra,2019
2022066590,Angle,Delaware,front bumper/headlight,3N1AB7AP7KYA00000,HONDA,Civic,2015
2022066590,Angle,Delaware,front bumper/headlight,3N1AB7AP7KYA00000,NISSAN,Sentra,2019
2022066591,Angle,Delaware,front bumper/headlight,KNDPMCAC1L7A00000,KIA,Sportage,2020
2022066677,Hit pedestrian,Montgomery,front quarter panel/side mirror,JHLRW2H93KXA00000,HONDA,CR-V,2019
2022066678,Sideswipe (same dir.),Montgomery,rear bumper/tail light,2C3CDYAG5DHA00000,DODGE,Challenger,2013
2022066693,Rear-end,Delaware,rear bumper,5J8TC1H39MLA00000,ACURA,RDX,2021
2022066694,Angle,Chester,front bumper,19UUB1F52FAA00000,ACURA,TLX,2015
2022066705,Rear-end,Philadelphia,rear bumper,3MZBM1W79FMA00000,MAZDA,Mazda3,2015
2022066778,Sideswipe (Opposite dir.),Delaware,front bumper/headlight,3VWDP7AJXDMA00000,VOLKSWAGEN,Jetta,2013
2022066793,Hit pedestrian,Philadelphia,front bumper,WBA8D9C51JAA00000,BMW,330i,2018
2022066806,Angle,Montgomery,front bumper/headlight,2HGFG3B5XCHA00000,HONDA,Civic,2012
2022066811,Hit fixed object,Chester,front bumper/headlight,JN8AS1MW4CMA00000,INFINITI,FX35,2012
2022066821,Rear-end,Montgomery,rear bumper,JM3ER2WMXA0A00000,MAZDA,CX-7,2010
2022066837,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,1C3CCCAB9GNA00000,CHRYSLER,200,2016
2022066838,Rear-end,Philadelphia,rear bumper,WBAFU7C58DDA00000,BMW,535i,2013
2022066843,Rear-end,Philadelphia,rear bumper,4T1BF1FK1GUA00000,TOYOTA,Camry,2016
2022066897,Rear-end,Montgomery,rear bumper,58ABZ1B11KUA00000,LEXUS,ES,2019
