CRN,COLLISION_TYPE,COUNTY,IMPACT_POINT_NAME,FULL_VIN,Make,Model,ModelYear
2022066898,Angle,Philadelphia,front bumper/headlight,1G1JE6SB4F4A00000,CHEVROLET,Sonic,2015
2022066898,Angle,Philadelphia,front bumper/headlight,1G1JE6SB4F4A00000,TESLA,Model S,2021
2022066898,Angle,Philadelphia,front quarter panel/side mirror,5YJSA1E50MFA00000,CHEVROLET,Sonic,2015
2022066898,Angle,Philadelphia,front quarter panel/side mirror,5YJSA1E50MFA00000,TESLA,Model S,2021
2022066907,Angle,Montgomery,rear bumper/tail light,2T2AGCEZ5NCA00000,LEXUS,NX,2022
2022066912,Angle,Philadelphia,front bumper,55SWF4KB4GUA00000,MERCEDES-BENZ,C-Class,2016
2022066913,Rear-end,Philadelphia,rear bumper/tail light,2G61N5S37H9A00000,CADILLAC,XTS,2017
2022066939,Sideswipe (same dir.),Philadelphia,rear bumper,1HGCR2F55DAA00000,HONDA,Accord,2013
2022066946,Angle,Delaware,rear bumper/tail light,2HKRW2H83LHA00000,HONDA,CR-V,2020
2022066946,Angle,Delaware,rear bumper/tail light,2HKRW2H83LHA00000,HONDA,CR-V,2012
2022066946,Angle,Delaware,rear bumper/tail light,2HKRM4H76CHA00000,HONDA,CR-V,2020
2022066946,Angle,Delaware,rear bumper/tail light,2HKRM4H76CHA00000,HONDA,CR-V,2012
2022066957,Rear-end,Delaware,rear bumper/tail light,MAJ6S3KL8LCA00000,FORD,Ecosport,2020
2022066957,Rear-end,Delaware,rear bumper/tail light,MAJ6S3KL8LCA00000,CHEVROLET,Malibu,2011
2022066957,Rear-end,Delaware,front bumper/headlight,1G1ZD5E12BFA00000,FORD,Ecosport,2020
2022066957,Rear-end,Delaware,front bumper/headlight,1G1ZD5E12BFA00000,CHEVROLET,Malibu,2011
2022066981,Angle,Philadelphia,front quarter panel/side mirror,3KPF24AD7LEA00000,KIA,Forte,2020
2022067005,Rear-end,Chester,rear bumper,2HGFC1E5XKHA00000,HONDA,Civic,2019
2022067012,Rear-end,Delaware,rear bumper,1GKKNULS8JZA00000,GMC,Acadia,2018
2022067027,Head-on,Montgomery,front quarter panel/side mirror,5XYZU3LB5DGA00000,HYUNDAI,Santa Fe,2013
2022067045,Rear-end,Delaware,front bumper,1G1BE5SM7K7A00000,CHEVROLET,Cruze,2019
2022067047,Sideswipe (same dir.),Delaware,rear bumper/tail light,1ZVBP8CF8E5A00000,FORD,Mustang,2014
2022067086,Angle,Chester,front bumper,4T1BF3EK1BUA00000,TOYOTA,Camry,2011
2022067133,Angle,Philadelphia,front bumper,4T4BF3EK3BRA00000,TOYOTA,Camry,2011
2022067136,Angle,Delaware,rear bumper/tail light,ML32F3FJ3KHA00000,MITSUBISHI,Mirage G4,2019
2022067149,Angle,Chester,front bumper,4S4BRBAC8B3A00000,SUBARU,Outback,2011
2022067155,Hit fixed object,Philadelphia,rear bumper,1G1AB5F5XA7A00000,CHEVROLET,Cobalt,2010
2022067178,Rear-end,Philadelphia,rear bumper,5YJ3E1EA0NFA00000,TESLA,Model 3,2022
2022067239,Rear-end,Delaware,front bumper,3GCRKSEA8AGA00000,CHEVROLET,Silverado,2010
2022067352,Angle,Philadelphia,rear bumper/tail light,JM1DE1LYXE0A00000,MAZDA,Mazda2,2014
2022067352,Angle,Philadelphia,rear bumper/tail light,JM1DE1LYXE0A00000,TOYOTA,Camry,2016
2022067352,Angle,Philadelphia,front bumper/headlight,4T1BF1FK6GUA00000,MAZDA,Mazda2,2014
2022067352,Angle,Philadelphia,front bumper/headlight,4T1BF1FK6GUA00000,TOYOTA,Camry,2016
2022067415,Angle,Montgomery,rear bumper,3N1AB8CV1MYA00000,NISSAN,Sentra,2021
2022067442,Rear-end,Philadelphia,rear bumper,7JR102FK8KGA00000,VOLVO,S60,2019
2022067529,Hit fixed object,Montgomery,front bumper,3N1AB7AP3DLA00000,NISSAN,Sentra,2013
2022067538,Angle,Delaware,front bumper,WBA13BJ08MCA00000,BMW,530i,2021
2022067571,Rear-end,Montgomery,rear bumper/tail light,1G1ZB5ST2MFA00000,CHEVROLET,Malibu,2021
2022067643,Angle,Montgomery,rear bumper/tail light,WVWHD7AJ7CWA00000,VOLKSWAGEN,GTI,2012
2022067643,Angle,Montgomery,rear bumper/tail light,WVWHD7AJ7CWA00000,CHEVROLET,Cruze,2014
2022067643,Angle,Montgomery,front bumper/headlight,1G1PC5SB9E7A00000,VOLKSWAGEN,GTI,2012
2022067643,Angle,Montgomery,front bumper/headlight,1G1PC5SB9E7A00000,CHEVROLET,Cruze,2014
2022067694,Rear-end,Montgomery,front bumper,WBAKF5C59BEA00000,BMW,328i,2011
2022067705,Rear-end,Montgomery,rear bumper/tail light,19UUB1F54HAA00000,ACURA,TLX,2017
2022067713,Sideswipe (same dir.),Delaware,front bumper/headlight,WVWDB7AJ6CWA00000,VOLKSWAGEN,Golf,2012
2022067778,Rear-end,Philadelphia,rear bumper,2HGFC2F63KHA00000,HONDA,Civic,2019
2022067835,Rear-end,Montgomery,rear bumper/tail light,5FNRL5H67CBA00000,HONDA,Odyssey,2012
2022067849,Rear-end,Delaware,rear bumper/tail light,5N1AZ2MH7GNA00000,NISSAN,Murano,2016
2022067849,Rear-end,Delaware,rear bumper/tail light,5N1AZ2MH7GNA00000,HYUNDAI,Sonata,2017
2022067849,Rear-end,Delaware,front quarter panel/side mirror,5NPE34AFXHHA00000,NISSAN,Murano,2016
2022067849,Rear-end,Delaware,front quarter panel/side mirror,5NPE34AFXHHA00000,HYUNDAI,Sonata,2017
2022067859,Head-on,Delaware,front bumper,2T1BURHE4GCA00000,TOYOTA,Corolla,2016
2022067859,Head-on,Delaware,front bumper,2T1BURHE4GCA00000,LEXUS,ES,2018
2022067859,Head-on,Delaware,front bumper,58ABK1GGXJUA00000,TOYOTA,Corolla,2016
2022067859,Head-on,Delaware,front bumper,58ABK1GGXJUA00000,LEXUS,ES,2018
2022067906,Rear-end,Montgomery,rear bumper,KNALN4D77E5A00000,KIA,Cadenza,2014
2022067935,Sideswipe (Opposite dir.),Montgomery,front bumper,5TDHBRCH1NSA00000,TOYOTA,Highlander,2022
2022067935,Sideswipe (Opposite dir.),Montgomery,front bumper,5TDHBRCH1NSA00000,AUDI,Q8,2019
2022067935,Sideswipe (Opposite dir.),Montgomery,front bumper/headlight,WA1AVAF16KDA00000,TOYOTA,Highlander,2022
2022067935,Sideswipe (Opposite dir.),Montgomery,front bumper/headlight,WA1AVAF16KDA00000,AUDI,Q8,2019
2022067947,Rear-end,Montgomery,rear bumper,2T1BU4EE9ACA00000,TOYOTA,Corolla,2010
2022067966,Rear-end,Montgomery,rear bumper,4S3BNAH69K3A00000,SUBARU,Legacy,2019
2022067966,Rear-end,Montgomery,rear bumper,4S3BNAH69K3A00000,HONDA,Odyssey,2011
2022067966,Rear-end,Montgomery,front bumper,5FNRL5H61BBA00000,SUBARU,Legacy,2019
2022067966,Rear-end,Montgomery,front bumper,5FNRL5H61BBA00000,HONDA,Odyssey,2011
2022067992,Sideswipe (same dir.),Chester,front bumper/headlight,3N1AB7AP6FYA00000,NISSAN,Sentra,2015
2022068017,Rear-end,Montgomery,front bumper/headlight,1N4AA6AP1GCA00000,NISSAN,Maxima,2016
2022068017,Rear-end,Montgomery,front bumper/headlight,1N4AA6AP1GCA00000,TOYOTA,RAV4,2019
2022068017,Rear-end,Montgomery,rear bumper,2T3MWRFV9KWA00000,NISSAN,Maxima,2016
2022068017,Rear-end,Montgomery,rear bumper,2T3MWRFV9KWA00000,TOYOTA,RAV4,2019
2022068018,Angle,Montgomery,front quarter panel/side mirror,1G11F5SL8FFA00000,CHEVROLET,Malibu,2015
2022068021,Angle,Montgomery,front bumper/headlight,1N4AL3AP1ECA00000,NISSAN,Altima,2014
2022068059,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,1FMJU2A5XEEA00000,FORD,Expedition,2014
2022068113,Rear-end,Montgomery,rear bumper,4T1BF1FK4FUA00000,TOYOTA,Camry,2015
2022068115,Angle,Montgomery,front bumper/headlight,2T1BU4EE9DCA00000,TOYOTA,Corolla,2013
2022068176,Rear-end,Montgomery,front bumper,1G1PC5SB2E7A00000,CHEVROLET,Cruze,2014
2022068191,Rear-end,Delaware,rear bumper,SAJAR4FX3KCA00000,JAGUAR,XE,2019
2022068206,Rear-end,Philadelphia,front quarter panel/side mirror,WAUGFAFC2GNA00000,AUDI,A6,2016
2022068222,Rear-end,Montgomery,rear bumper,5NPEC4AC1BHA00000,HYUNDAI,Sonata,2011
2022068296,Rear-end,Philadelphia,rear bumper,3N1CN8EV5MLA00000,NISSAN,Versa,2021
2022068317,Rear-end,Montgomery,rear bumper,WBA3B5C51EPA00000,BMW,328i,2014
2022068335,Sideswipe (Opposite dir.),Delaware,front bumper/headlight,WMWLN9C52G2A00000,MINI,Clubman,2016
2022068426,Angle,Montgomery,front bumper,KL79MUSL0MBA00000,CHEVROLET,Trailblazer,2021
2022068437,Angle,Montgomery,front bumper,SHHFK7H45JUA00000,HONDA,Civic,2018
2022068448,Rear-end,Delaware,front bumper,1N4AL3AP0GCA00000,NISSAN,Altima,2016
2022068553,Rear-end,Philadelphia,rear bumper,1N4AL3AP8ENA00000,NISSAN,Altima,2014
2022068555,Angle,Philadelphia,front bumper/headlight,JTHBK1GG4D2A00000,LEXUS,ES,2013
2022068556,Sideswipe (same dir.),Philadelphia,rear bumper,1N4AL3AP5HCA00000,NISSAN,Altima,2017
2022068561,Rear-end,Philadelphia,rear bumper,5YJ3E1EB5NFA00000,TESLA,Model 3,2022
2022068570,Hit pedestrian,Philadelphia,front bumper/headlight,1G1ZB5E07CFA00000,CHEVROLET,Malibu,2012
2022068575,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,JM1GJ1V53G1A00000,MAZDA,Mazda6,2016
2022068602,Angle,Philadelphia,front bumper/headlight,JM1BL1SF6A1A00000,MAZDA,Mazda3,2010
2022068608,Head-on,Philadelphia,rear bumper,SAJWJ0FF6F8A00000,JAGUAR,XF,2015
2022068608,Head-on,Philadelphia,rear bumper,SAJWJ0FF6F8A00000,MERCEDES-BENZ,C-Class,2016
2022068608,Head-on,Philadelphia,rear bumper,55SWF4KB2GUA00000,JAGUAR,XF,2015
2022068608,Head-on,Philadelphia,rear bumper,55SWF4KB2GUA00000,MERCEDES-BENZ,C-Class,2016
2022068611,Angle,Philadelphia,front quarter panel/side mirror,JF1VA1C6XJ9A00000,SUBARU,WRX,2018
2022068613,Hit pedestrian,Philadelphia,front bumper/headlight,1FAHP2EW0AGA00000,FORD,Taurus,2010
2022068616,Rear-end,Philadelphia,rear bumper,1FAHP2F89EGA00000,FORD,Taurus,2014
2022068627,Rear-end,Philadelphia,front bumper,2C3CDZAG7HHA00000,DODGE,Challenger,2017
2022068634,Hit pedestrian,Philadelphia,front bumper,1FTMF1CM4DKA00000,FORD,F-150,2013
2022068700,Hit pedestrian,Philadelphia,front bumper/headlight,5XXGM4A77EGA00000,KIA,Optima,2014
2022068721,Sideswipe (same dir.),Philadelphia,front bumper,1G4GB5G36EFA00000,BUICK,LaCrosse,2014
2022068724,Rear-end,Delaware,front bumper,W1N4N4HB4MJA00000,MERCEDES-BENZ,GLA-Class,2021
2022068724,Rear-end,Delaware,front bumper,W1N4N4HB4MJA00000,NISSAN,Pathfinder,2014
2022068724,Rear-end,Delaware,rear bumper,5N1CR2MM5ECA00000,MERCEDES-BENZ,GLA-Class,2021
2022068724,Rear-end,Delaware,rear bumper,5N1CR2MM5ECA00000,NISSAN,Pathfinder,2014
2022068776,Hit pedestrian,Philadelphia,front bumper,5YJ3E1EBXNFA00000,TESLA,Model 3,2022
2022068800,Hit pedestrian,Philadelphia,rear bumper,2G61M5S37K9A00000,CADILLAC,XTS,2019
2022068805,Rear-end,Philadelphia,rear bumper,KMHC65LC8KUA00000,HYUNDAI,Ioniq,2019
2022068807,Hit fixed object,Philadelphia,front bumper/headlight,1N4BL4BV7LCA00000,NISSAN,Altima,2020
2022068809,Rear-end,Philadelphia,front bumper,1G4PS5SK3C4A00000,BUICK,Verano,2012
2022068815,Angle,Philadelphia,front quarter panel/side mirror,1C3CC4FB9ANA00000,CHRYSLER,Sebring,2010
2022068816,Angle,Philadelphia,front bumper,2C3CDXGJ1JHA00000,DODGE,Charger,2018
2022068839,Rear-end,Delaware,rear bumper,1FAHP3H22CLA00000,FORD,Focus,2012
2022069001,Rear-end,Delaware,rear bumper,3MZBN1M3XJMA00000,MAZDA,Mazda3,2018
2022069046,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,19VDE1F36EEA00000,ACURA,ILX,2014
2022069084,Rear-end,Philadelphia,front bumper,1N4AA6AP9HCA00000,NISSAN,Maxima,2017
2022069091,Rear-end,Montgomery,rear bumper,1G4ZP5SS1HUA00000,BUICK,LaCrosse,2017
2022069136,Angle,Delaware,front bumper/headlight,4S3GKAU60K3A00000,SUBARU,Impreza,2019
2022069152,Rear-end,Montgomery,rear bumper,3N1AB7AP8HYA00000,NISSAN,Sentra,2017
2022069190,Angle,Montgomery,front bumper/headlight,1FTYR2CM3KKA00000,FORD,Transit,2019
2022069257,Backing,Montgomery,front quarter panel/side mirror,1G1BC5SM6H7A00000,CHEVROLET,Cruze,2017
2022069257,Backing,Montgomery,front quarter panel/side mirror,1G1BC5SM6H7A00000,CHEVROLET,Cruze,2011
2022069257,Backing,Montgomery,rear bumper,1G1PC5SH6B7A00000,CHEVROLET,Cruze,2017
2022069257,Backing,Montgomery,rear bumper,1G1PC5SH6B7A00000,CHEVROLET,Cruze,2011
2022069306,Rear-end,Chester,rear bumper,5TDHBRCH7MSA00000,TOYOTA,Highlander,2021
2022069355,Angle,Montgomery,front bumper,2HGFB6E58FHA00000,HONDA,Civic,2015
2022069361,Rear-end,Delaware,front bumper,5J6TF3H37DLA00000,HONDA,Crosstour,2013
2022069370,Rear-end,Delaware,rear bumper,1C4RJFAG1DCA00000,JEEP,Grand Cherokee,2013
2022069383,Rear-end,Montgomery,rear bumper,JTKJF5C79C3A00000,TOYOTA,Scion tC,2012
2022069387,Rear-end,Philadelphia,rear bumper,5YJ3E1EA8NFA00000,TESLA,Model 3,2022
2022069390,Rear-end,Philadelphia,front bumper,1N4AA6APXJCA00000,NISSAN,Maxima,2018
2022069390,Rear-end,Philadelphia,front bumper,1N4AA6APXJCA00000,NISSAN,Altima,2022
2022069390,Rear-end,Philadelphia,front bumper,1N4AA6APXJCA00000,FORD,Fusion,2012
2022069390,Rear-end,Philadelphia,rear bumper,1N4BL4DV9NNA00000,NISSAN,Maxima,2018
2022069390,Rear-end,Philadelphia,rear bumper,1N4BL4DV9NNA00000,NISSAN,Altima,2022
2022069390,Rear-end,Philadelphia,rear bumper,1N4BL4DV9NNA00000,FORD,Fusion,2012
2022069390,Rear-end,Philadelphia,rear bumper,3FAHP0HA1CRA00000,NISSAN,Maxima,2018
2022069390,Rear-end,Philadelphia,rear bumper,3FAHP0HA1CRA00000,NISSAN,Altima,2022
2022069390,Rear-end,Philadelphia,rear bumper,3FAHP0HA1CRA00000,FORD,Fusion,2012
2022069395,Rear-end,Philadelphia,rear bumper,JM1GJ1W62E1A00000,MAZDA,Mazda6,2014
2022069474,Angle,Montgomery,front quarter panel/side mirror,1HGCV1F3XJAA00000,HONDA,Accord,2018
2022069486,Hit pedestrian,Philadelphia,front bumper,2G11Z5SL5F9A00000,CHEVROLET,Impala,2015
2022069497,Rear-end,Philadelphia,rear bumper/tail light,1C4PJMFK7CWA00000,JEEP,Liberty,2012
2022069521,Rear-end,Delaware,rear bumper,3FADP4EJ1DMA00000,FORD,Fiesta,2013
2022069541,Sideswipe (same dir.),Montgomery,rear bumper/tail light,1VWWA7A3XLCA00000,VOLKSWAGEN,Passat,2020
2022069568,Other,Montgomery,front bumper/headlight,5FRYD4H96GBA00000,ACURA,MDX,2016
2022069693,Hit pedestrian,Philadelphia,front bumper/headlight,5NPLL4AG8MHA00000,HYUNDAI,Elantra,2021
2022069720,Rear-end,Delaware,rear bumper,5NPE34AB0FHA00000,HYUNDAI,Sonata,2015
2022069723,Angle,Delaware,front bumper/headlight,1FMCU9GD2JUA00000,FORD,Escape,2018
2022069727,Angle,Delaware,front quarter panel/side mirror,KMHCT4AE5CUA00000,HYUNDAI,Accent,2012
2022069738,Rear-end,Philadelphia,rear bumper,3VWDP7AJXCMA00000,VOLKSWAGEN,Jetta,2012
2022069747,Sideswipe (same dir.),Philadelphia,front bumper/headlight,1G1ZB5ST2HFA00000,CHEVROLET,Malibu,2017
2022069748,Rear-end,Philadelphia,front bumper/headlight,1HGCV1F30LAA00000,HONDA,Accord,2020
2022069789,Angle,Montgomery,front bumper/headlight,4S3GKAA61J3A00000,SUBARU,Impreza,2018
2022069802,Sideswipe (same dir.),Montgomery,rear bumper/tail light,1FTFW1ET9DFA00000,FORD,F-150,2013
2022069813,Head-on,Montgomery,front bumper,JF2GPAGC2E8A00000,SUBARU,XV CrossTrek,2014
2022069818,Sideswipe (same dir.),Philadelphia,rear bumper,2G1WC5E33E1A00000,CHEVROLET,Impala,2014
2022069849,Angle,Philadelphia,front bumper,1G11A5SL3FFA00000,CHEVROLET,Malibu,2015
2022069874,Rear-end,Philadelphia,rear bumper,KMHGN4JE0FUA00000,HYUNDAI,Genesis,2015
2022069879,Head-on,Montgomery,front bumper,KNDMB5C10H6A00000,KIA,Sedona,2017
2022069886,Angle,Delaware,rear bumper/tail light,5XYP2DHC8LGA00000,KIA,Telluride,2020
2022069919,Rear-end,Philadelphia,rear bumper,4T1G11AK3LUA00000,TOYOTA,Camry,2020
2022069920,Hit pedestrian,Philadelphia,front bumper,KMHGN4JE5FUA00000,HYUNDAI,Genesis,2015
2022069923,Angle,Delaware,front bumper,2HGFC1F96KHA00000,HONDA,Civic,2019
2022069937,Rear-end,Philadelphia,rear bumper,JF1GPAC64CHA00000,SUBARU,Impreza,2012
2022069976,Backing,Philadelphia,rear bumper/tail light,5NPEB4AC6EHA00000,HYUNDAI,Sonata,2014
2022069985,Angle,Philadelphia,front bumper,1VWGT7A3XHCA00000,VOLKSWAGEN,Passat,2017
2022069990,Hit fixed object,Delaware,front bumper/headlight,4S3BWAC68L3A00000,SUBARU,Legacy,2020
2022070023,Angle,Philadelphia,front bumper,5NPE24AF6HHA00000,HYUNDAI,Sonata,2017
2022070023,Angle,Philadelphia,front bumper,5NPE24AF6HHA00000,CADILLAC,XTS,2019
2022070023,Angle,Philadelphia,front quarter panel/side mirror,2G61M5S31K9A00000,HYUNDAI,Sonata,2017
2022070023,Angle,Philadelphia,front quarter panel/side mirror,2G61M5S31K9A00000,CADILLAC,XTS,2019
2022070035,Rear-end,Delaware,front bumper,2C3CDXBG1GHA00000,DODGE,Charger,2016
2022070041,Rear-end,Philadelphia,rear bumper,SAJWA2GB1BLA00000,JAGUAR,XJ,2011
2022070065,Angle,Philadelphia,rear bumper/tail light,5XYPG4A34HGA00000,KIA,Sorento,2017
2022070070,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,KMHC65LCXKUA00000,HYUNDAI,Ioniq,2019
2022070106,Rear-end,Delaware,rear bumper/tail light,KMHD84LF4HUA00000,HYUNDAI,Elantra,2017
2022070166,Rear-end,Montgomery,rear bumper,2T1BU4EE6BCA00000,TOYOTA,Corolla,2011
2022070189,Sideswipe (Opposite dir.),Philadelphia,front bumper,KMHD84LF0HUA00000,HYUNDAI,Elantra,2017
2022070189,Sideswipe (Opposite dir.),Philadelphia,front bumper,KMHD84LF0HUA00000,TOYOTA,Corolla,2017
2022070189,Sideswipe (Opposite dir.),Philadelphia,front bumper,2T1BURHE8HCA00000,HYUNDAI,Elantra,2017
2022070189,Sideswipe (Opposite dir.),Philadelphia,front bumper,2T1BURHE8HCA00000,TOYOTA,Corolla,2017
2022070211,Rear-end,Montgomery,rear bumper/tail light,JF2GPAKC6E8A00000,SUBARU,XV CrossTrek,2014
2022070211,Rear-end,Montgomery,rear bumper/tail light,JF2GPAKC6E8A00000,MINI,Cooper,2010
2022070211,Rear-end,Montgomery,front quarter panel/side mirror,WMWMF3C52ATA00000,SUBARU,XV CrossTrek,2014
2022070211,Rear-end,Montgomery,front quarter panel/side mirror,WMWMF3C52ATA00000,MINI,Cooper,2010
2022070227,Rear-end,Montgomery,rear bumper/tail light,3VW547AU6JMA00000,VOLKSWAGEN,Golf GTI,2018
2022070227,Rear-end,Montgomery,rear bumper/tail light,3VW547AU6JMA00000,HYUNDAI,Elantra,2016
2022070227,Rear-end,Montgomery,front bumper/headlight,5NPDH4AE4GHA00000,VOLKSWAGEN,Golf GTI,2018
2022070227,Rear-end,Montgomery,front bumper/headlight,5NPDH4AE4GHA00000,HYUNDAI,Elantra,2016
2022070241,Rear-end,Delaware,rear bumper/tail light,JTMDJREVXJDA00000,TOYOTA,RAV4,2018
2022070253,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,4T1B11HK1KUA00000,TOYOTA,Camry,2019
2022070253,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,4T1B11HK1KUA00000,FORD,Fusion,2014
2022070253,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,3FA6P0G77ERA00000,TOYOTA,Camry,2019
2022070253,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,3FA6P0G77ERA00000,FORD,Fusion,2014
2022070255,Angle,Philadelphia,rear bumper/tail light,1N4AB7APXENA00000,NISSAN,Sentra,2014
2022070300,Rear-end,Philadelphia,rear bumper,3KPF34AD2MEA00000,KIA,Forte,2021
2022070330,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,JN1CV6AR1DMA00000,INFINITI,G37,2013
2022070333,Hit fixed object,Chester,front quarter panel/side mirror,3GKALXEX0KLA00000,GMC,Terrain,2019
2022070347,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,1C3CCCAB4FNA00000,CHRYSLER,200,2015
2022070379,Rear-end,Montgomery,rear bumper,1C4JJXP62MWA00000,JEEP,Wrangler,2021
2022070411,Rear-end,Montgomery,front bumper,JTDKDTB31C1A00000,TOYOTA,Prius C,2012
2022070411,Rear-end,Montgomery,front bumper,JTDKDTB31C1A00000,CHEVROLET,Impala,2012
2022070411,Rear-end,Montgomery,front bumper,JTDKDTB31C1A00000,KIA,Sportage,2012
2022070411,Rear-end,Montgomery,front bumper,2G1WF5E3XC1A00000,TOYOTA,Prius C,2012
2022070411,Rear-end,Montgomery,front bumper,2G1WF5E3XC1A00000,CHEVROLET,Impala,2012
2022070411,Rear-end,Montgomery,front bumper,2G1WF5E3XC1A00000,KIA,Sportage,2012
2022070411,Rear-end,Montgomery,rear bumper,KNDPCCA29C7A00000,TOYOTA,Prius C,2012
2022070411,Rear-end,Montgomery,rear bumper,KNDPCCA29C7A00000,CHEVROLET,Impala,2012
2022070411,Rear-end,Montgomery,rear bumper,KNDPCCA29C7A00000,KIA,Sportage,2012
2022070431,Angle,Philadelphia,front quarter panel/side mirror,2T3BFREV2GWA00000,TOYOTA,RAV4,2016
2022070431,Angle,Philadelphia,front quarter panel/side mirror,2T3BFREV2GWA00000,NISSAN,Versa,2017
2022070431,Angle,Philadelphia,front quarter panel/side mirror,2T3BFREV2GWA00000,DODGE,Journey,2012
2022070431,Angle,Philadelphia,rear bumper/tail light,3N1CN7AP9HLA00000,TOYOTA,RAV4,2016
2022070431,Angle,Philadelphia,rear bumper/tail light,3N1CN7AP9HLA00000,NISSAN,Versa,2017
2022070431,Angle,Philadelphia,rear bumper/tail light,3N1CN7AP9HLA00000,DODGE,Journey,2012
2022070431,Angle,Philadelphia,front bumper,3C4PDCBG8CTA00000,TOYOTA,RAV4,2016
2022070431,Angle,Philadelphia,front bumper,3C4PDCBG8CTA00000,NISSAN,Versa,2017
2022070431,Angle,Philadelphia,front bumper,3C4PDCBG8CTA00000,DODGE,Journey,2012
2022070448,Angle,Philadelphia,front bumper,1FADP3K27ELA00000,FORD,Focus,2014
2022070482,Sideswipe (same dir.),Philadelphia,front bumper,1HGCR2F8XFAA00000,HONDA,Accord,2015
2022070546,Hit pedestrian,Philadelphia,front bumper,1HGCV3F24NAA00000,HONDA,Accord,2022
2022070553,Rear-end,Delaware,rear bumper,2HKRW2H86HHA00000,HONDA,CR-V,2017
2022070580,Head-on,Philadelphia,rear bumper,4T1B11HK4JUA00000,TOYOTA,Camry,2018
2022070694,Angle,Delaware,rear bumper/tail light,4T1BD1FK6CUA00000,TOYOTA,Camry,2012
2022070704,Rear-end,Montgomery,front bumper,2C3CDZAG1FHA00000,DODGE,Challenger,2015
2022070722,Rear-end,Montgomery,rear bumper,KNDJ23AU6N7A00000,KIA,Soul,2022
2022070810,Rear-end,Philadelphia,rear bumper,JM1GJ1U52F1A00000,MAZDA,Mazda6,2015
2022070810,Rear-end,Philadelphia,rear bumper,JM1GJ1U52F1A00000,NISSAN,Rogue,2015
2022070810,Rear-end,Philadelphia,rear bumper,JN8AS5MT6FWA00000,MAZDA,Mazda6,2015
2022070810,Rear-end,Philadelphia,rear bumper,JN8AS5MT6FWA00000,NISSAN,Rogue,2015
2022070849,Rear-end,Delaware,rear bumper,WDCGG8HB2CFA00000,MERCEDES-BENZ,GLK-Class,2012
2022070849,Rear-end,Delaware,rear bumper,WDCGG8HB2CFA00000,SUBARU,Impreza,2018
2022070849,Rear-end,Delaware,front bumper/headlight,4S3GTAB63J3A00000,MERCEDES-BENZ,GLK-Class,2012
2022070849,Rear-end,Delaware,front bumper/headlight,4S3GTAB63J3A00000,SUBARU,Impreza,2018
2022070857,Angle,Chester,rear bumper/tail light,1G1PC5SB9E7A00000,CHEVROLET,Cruze,2014
2022070857,Angle,Chester,rear bumper/tail light,1G1PC5SB9E7A00000,VOLKSWAGEN,Jetta,2013
2022070857,Angle,Chester,front bumper,3VW5A7AJ8DMA00000,CHEVROLET,Cruze,2014
2022070857,Angle,Chester,front bumper,3VW5A7AJ8DMA00000,VOLKSWAGEN,Jetta,2013
2022070900,Hit fixed object,Delaware,front bumper,2C3CCAEG7DHA00000,CHRYSLER,300,2013
2022070923,Angle,Philadelphia,front bumper,WBS3C9C56FPA00000,BMW,M3,2015
2022071023,Rear-end,Philadelphia,rear bumper,2C3CDZAG2KHA00000,DODGE,Challenger,2019
2022071027,Hit fixed object,Delaware,front bumper,7JR102FK9MGA00000,VOLVO,S60,2021
2022071171,Hit fixed object,Delaware,rear bumper,JHMZE2H70BSA00000,HONDA,Insight,2011
2022071181,Sideswipe (same dir.),Delaware,front bumper/headlight,1FA6P0H72E5A00000,FORD,Fusion,2014
